ID,Number,Date,Start time,End time,Duration,rel. Duration,Salary,rel. Salary,Project ID,Project,Employer/Client,Description,Location,Feeling,Billable,Paid,Type,Tags,Breaks,Breaks Description,Notes
aa1a07a1ea644c13ba11c4dc821e5cd5,4,2/19/16,5:58 PM,6:03 PM,00:05:00,00:05:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,,,-,Yes,No,Task,,00:00:00,,
4e67c78f2a794eefb730c6e3032fcb75,5,2/19/16,8:15 PM,9:25 PM,01:10:00,01:10:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Attempted to figure out where assets are loading from. Outlined stuff.,,-,Yes,No,Task,,00:00:00,,
f94c571fd9f24472b8a0ff00107ebea1,6,2/20/16,12:43 PM,2:04 PM,01:21:00,01:21:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Ported index page of dec demo to Feb demo.,,-,Yes,No,Task,,00:00:00,,
8293a39070414801bf909f535aa1a4a3,7,2/20/16,5:02 PM,6:01 PM,00:59:00,00:47:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Finished porting old index.html to html template. Pushed to droplet. Started working on a calendar view for timesheet visualization.,,-,Yes,No,Task,,00:12:00,5:19 – 5:31 PM,
898c0fbaa83a4444ba6d741b8429d8a9,8,2/22/16,1:43 PM,3:37 PM,01:54:00,01:54:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Started rewriting timesheet module for calendar view.,,-,Yes,No,Task,,00:00:00,,
c74932fb2b2f47d8acd74972144bb9e4,9,2/22/16,7:48 PM,8:31 PM,00:43:00,00:43:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Tried to replace visit logging middleware with Google analytics.,,-,Yes,No,Task,,00:00:00,,
6227e67ef57344f2b3fae7873b64a8b2,1,2/24/16,9:00 AM,6:00 PM,09:00:00,08:00:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,First day introductions and code oreintation.,"2686 Northridge Dr NW, Grand Rapids, United States",-,Yes,No,Task,,01:00:00,12:00 – 1:00 PM,
116bfc702c784fedae87407fd275be60,2,2/25/16,9:00 AM,6:00 PM,09:00:00,08:00:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Started setting up local dev environment.,"2686 Northridge Dr NW, Grand Rapids, United States",-,Yes,No,Task,,01:00:00,12:00 – 1:00 PM,
74d64b7413fe479b851a0d95e83bdad9,10,2/25/16,7:15 PM,11:00 PM,03:45:00,02:56:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Worked on refactoring timesheet module optimized date range selection.,,-,Yes,No,Task,,00:49:00,"8:03 – 8:15 PM Picked up Kaiti
8:51 – 9:28 PM",
4455762101404c2a90e140f32d619370,3,2/26/16,8:04 AM,12:24 PM,04:20:00,04:20:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Set up ssl for apache.
Finished setting up onestop main website app locally.
Setup admin app locally.
",,-,Yes,No,Task,,00:00:00,,
67fdac3fd7824cc8ab013ec5710a32d3,4,2/26/16,12:26 PM,5:05 PM,04:39:00,04:39:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished setting up mobile and generic website apps.
Started batch upload design.
Discussed project future and workplace environment.",,-,Yes,No,Task,,00:00:00,,
abb8520b70c3437f9b9d0db79a9d9886,11,2/26/16,7:09 PM,10:05 PM,02:56:00,02:56:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Parsing dates and breaks in timesheet module.,,-,Yes,No,Task,,00:00:00,,
f159c7fca9dc4d87ab74b1667bff0877,12,2/27/16,11:37 AM,5:10 PM,05:33:00,04:14:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,"Got days to display, scales still wonky.",,-,Yes,No,Task,,01:19:00,12:05 – 12:36 PM 3:18 – 3:50 PM 3:59 – 4:15 PM Ate,
8d70f9563ea44f88a398b0847167d4f8,13,2/28/16,7:29 PM,8:55 PM,01:26:00,01:26:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Working on calendar placement.,,-,Yes,No,Task,,00:00:00,,
f5aca7a727924c3bb111c6b8a42b35ef,14,2/28/16,11:08 PM,11:51 PM,00:43:00,00:43:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Messed around with calender demo d3,,-,Yes,No,Task,,00:00:00,,
63a8d62a112e4d0dabd1bbeafea7a1a9,15,2/29/16,12:39 PM,1:00 PM,00:21:00,00:21:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Experimented with padding.,,-,Yes,No,Task,,00:00:00,,
029b01c34ad54460be7da2f4fa973644,5,2/29/16,2:00 PM,6:05 PM,04:05:00,04:05:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Explored generic website search and routing. 
Implemented search filter locally.
Installed xapian.
Implemented gw_active_flag to twenty & speedy.
Created local xapian db.
Updated Magnus form classes.
Updated gateway to pass form data. ",,-,Yes,No,Task,,00:00:00,,
9bdf5b8cda73414ba41176521db2868c,16,2/29/16,9:11 PM,10:07 PM,00:56:00,00:35:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,"Experimented with padding.
",,-,Yes,No,Task,,00:21:00,9:27 – 9:48 PM,
ad01532572e84ddeae5673c94f868d7b,17,2/29/16,9:40 PM,10:25 PM,00:45:00,00:45:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,"Calender x y translations.
",,-,Yes,No,Task,,00:00:00,,
79cae6af879545a1bbfa474c1865d5b2,1,3/1/16,6:20 AM,6:35 AM,00:15:00,00:15:00,0,0,99eb2c7166aa445c9203722880d41665,Sketchbook,,,"540 Clancy Ave NE, Grand Rapids, United States",-,Yes,No,Task,,00:00:00,,
bcdd8f286b7242d2a85d9f8c352b0a53,6,3/1/16,8:20 AM,11:54 AM,03:34:00,03:34:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Filled out paperwork for new hire.
Explored Magnus framework a bit.
Pushed gw_active_flag library and indexer changes to test and production servers.
Implemented update for subheader links in the db, form, gateway, and model for admin sku page.",,-,Yes,No,Task,,00:00:00,,
199e29db7b33400b9b3b1fbf35e33968,18,3/1/16,7:06 PM,9:19 PM,02:13:00,02:13:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Fixed displaying of cells to work without scales. Simplified the elements appended to page. Built externally available sizing.,,-,Yes,No,Task,,00:00:00,,
3e02a13edff5411da4325adcc1f3bd0b,19,3/1/16,10:03 PM,12:05 AM,02:02:00,01:26:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Figured out month outlining on mbostock calendar d3 demo. Used underscore to group days selected by month for month outlining implementation in timesheet module.,,-,Yes,No,Task,,00:36:00,10:24 – 11:00 PM,
afdfec1f4d924deb8d9cb5fb2e98968c,7,3/2/16,6:46 AM,10:56 AM,04:10:00,04:10:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Got a page to display for batch image upload. Debugged a permissions setting to display navigation.
Finished linked subheader feature. Pushed and notified concerned staff.
Got introduced to returns VIP codes feuature request.",,-,Yes,No,Task,,00:00:00,,
68ec43b5dc224f9d8e9ac3744bf7837d,8,3/2/16,1:06 PM,6:05 PM,04:59:00,04:59:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Introduced to return order VIP promo code feature request. Built a form and tested http posts. Looked into the processing of return.,,-,Yes,No,Task,,00:00:00,,
344efb7174534882baa5103bc75b34e5,20,3/2/16,7:58 PM,9:30 PM,01:32:00,01:32:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Month coloring.,,-,Yes,No,Task,,00:00:00,,
783dc5c2efa0436eabb0467a04db5499,9,3/3/16,8:45 AM,11:30 AM,02:45:00,02:45:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Attempted to resolve laptop boot issue. Observed and learned as Ryan fixes a graphical driver issue.
Continued VIP return promo code feature with Steve.
Learned about ami industry standard and report sent to them.
Updated a customer's email for their custom website.",,-,Yes,No,Task,,00:00:00,,
5af852d263c246628d8c509f21c0fd6c,10,3/3/16,12:13 PM,6:34 PM,06:21:00,06:21:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished feature for applying VIP promo code to a return. 
Implemented removing promo code.
Styles interface.",,-,Yes,No,Task,,00:00:00,,
74e3c325e1d6479b9b55d9c7cec7fa7b,21,3/3/16,8:15 PM,8:59 PM,00:44:00,00:44:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Got some sort of expanding on click events.,,-,Yes,No,Task,,00:00:00,,
67b732ba53f74f84bc53c125ebf794f3,11,3/4/16,7:18 AM,10:59 AM,03:41:00,03:41:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Started building admin functionality for viewing removing and adding VIP promo codes to returns.,,-,Yes,No,Task,,00:00:00,,
72cce437657e43dd94179b237362381a,12,3/4/16,1:10 PM,6:07 PM,04:57:00,04:57:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Finished VIP promo code entry for returns admin feature. Started pushing to remote repo and pulling to test environment.,,-,Yes,No,Task,,00:00:00,,
3dca2856640b44e5aa89b69aec1a4a49,22,3/4/16,6:42 PM,7:52 PM,01:10:00,01:05:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Progress on enlarging day and keeping it in the svg element.,,-,Yes,No,Task,,00:05:00,6:52 – 6:57 PM,
79ddeb81a09e427fb89d0e158b61e090,23,3/6/16,9:00 AM,9:30 AM,00:30:00,00:30:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Attempted to fix scaling inside svg.,,-,Yes,No,Task,,00:00:00,,
4633066fefed4908a85574a08997aef0,24,3/6/16,6:40 PM,10:13 PM,03:33:00,03:33:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Finished the enlarging a day and keeping it inside the svg handler. Started on displaying tasks and fixing the 12+ hour arc rendering bug. Wrote down some notes.,,-,Yes,No,Task,,00:00:00,,
2a247e87e09f4232861d62720fc7240f,13,3/7/16,8:03 AM,11:21 AM,03:18:00,03:18:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Found out I need to if update for my changes to be applied to working directory. Looked into source code visualizations. Pushed VIP code entry to production. Notified concerned parties.,,-,Yes,No,Task,,00:00:00,,
c964f70df0aa4862baf7fe52cadabcf7,14,3/7/16,1:23 PM,6:03 PM,04:40:00,04:40:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Started working on carts feature port to psql. Discussed frameworks and web app paradigms with Steve.,,-,Yes,No,Task,,00:00:00,,
00a6d4b5f57c41549c7a21ae63c0bc3a,15,3/8/16,8:13 AM,11:00 AM,02:47:00,02:47:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Continued saved carts port.,,-,Yes,No,Task,,00:00:00,,
dbb1f99c2c2b47de81bb676f3e6f02f5,16,3/8/16,1:28 PM,6:42 PM,05:14:00,05:14:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Created saved cart and saved cart line items tables. Researched sql constraints. Created gateways and got controller writing an empty cart to the db. Also tied in line items gateway.,,-,Yes,No,Task,,00:00:00,,
dc6b333b56b54a39b23547d68a15c7a6,17,3/9/16,8:18 AM,11:08 AM,02:50:00,02:50:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Added foreign key constraints to cart items. Learned how foreign key on cascade and on update work. Started implementing the saved carts create controller to pull current cart items.,,-,Yes,No,Task,,00:00:00,,
17fc7e9c02954e798e60f9ae2fa79590,18,3/9/16,1:40 PM,6:47 PM,05:07:00,05:07:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Implemented simple cart creation from current cart. Started investigating the templating and view functions for current carts and old saved carts.
Built up controller index to supply current cart templates with necessary objects. Got templates to render for saved cart. Made notes for future direction.",,-,Yes,No,Task,,00:00:00,,
4e3ed2ba87c54002b85f6958a7650a4a,25,3/9/16,8:07 PM,8:39 PM,00:32:00,00:32:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Fixed breaks rendering on top.,,-,Yes,No,Task,,00:00:00,,
837ddbdf944b410e93658ae980e91a54,26,3/9/16,8:48 PM,9:32 PM,00:44:00,00:44:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Fixed the arc generator function. Started drop shadow.,,-,Yes,No,Task,,00:00:00,,
49ef88c9d77743c7a7a7713e79662214,27,3/9/16,10:24 PM,10:47 PM,00:23:00,00:23:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Researched and played with svg filters.,,-,Yes,No,Task,,00:00:00,,
5334a962f0b144e382d32d1cdd108640,10,3/10/16,7:02 AM,7:11 AM,00:09:00,00:09:00,0,0,c56a689e67da44b79b410936e0bad9fa,Dev Skills,,Read some of clojure web dev book.,,-,Yes,No,Task,,00:00:00,,
3edfc39dd1304bafb5e5327d2a6a242a,19,3/10/16,7:53 AM,12:54 PM,05:01:00,05:01:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Went through common vics tcp read error with Steve. Implemented check for carts belonging to user requesting them.
Built out more of the view template for saved carts.
Briefed on sunfrog checkout shipping issue. 
Looked into how shipping options are generated. 
Discussed what needed to be done to address the issue with Steve and how the checkout process works in general.
Added fix for logo launch to get access to sunfrog shipment option.",,-,Yes,No,Task,,00:00:00,,
398eff793b9843c7bba417d502d300be,20,3/10/16,3:24 PM,6:27 PM,03:03:00,03:03:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Updated links manually. Discussed hg merging issues with Steve.
Updated links page. Started working on links cms feature. Possibly lost my changes in admin trying to push work off to branch.",,-,Yes,No,Task,,00:00:00,,
56806f1ae7a948d0a4f122b87a4fbbf0,28,3/10/16,7:17 PM,10:02 PM,02:45:00,02:45:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Implemented shadows. Experimented with month outlining. Implemented basic text for displaying task info. D3 svg.,,-,Yes,No,Task,,00:00:00,,
cfa2bb0cde344b0d964982950abf383c,21,3/11/16,8:15 AM,12:29 PM,04:14:00,04:14:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Cleaned out repos. Discussed cats progress and direction with Steve. Researched branching patterns and bookmarks in hg.
Created dev branch with links bookmark. 
Drafts for links form, model, and gateway.",,-,Yes,No,Task,,00:00:00,,
ad94f6e98c4d43a8b3529209466514b6,22,3/11/16,2:58 PM,6:49 PM,03:51:00,03:51:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Built out admin crud feature for links. Implemented controller grouping for displaying links. Discussed vics box limit with Ryan and Steve.,,-,Yes,No,Task,,00:00:00,,
06f07c3884b54c92822301ceba9c6d45,29,3/12/16,8:30 PM,8:38 PM,00:08:00,00:08:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Looked at text placement.,,-,Yes,No,Task,,00:00:00,,
45c8a856fb7447a5bf85c88318af76fe,30,3/13/16,8:21 PM,9:35 PM,01:14:00,01:14:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Fixed shadow filter cut off. Set up single text element to display day number when not selected and taskbibfo when selected. Looked into text manipulation for svg.,,-,Yes,No,Task,,00:00:00,,
1f061d3dfb8245658d24c70fcdf8c182,23,3/14/16,8:06 AM,12:00 PM,03:54:00,03:54:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Basically finished links cms feature.
Batch upload with a csv file. View builds from database. ",,-,Yes,No,Task,,00:00:00,,
76602c3acd5741f9881a98cce5b14cbc,24,3/14/16,2:20 PM,6:27 PM,04:07:00,04:07:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Finished links feature. Added empty checks. Pushed to production. Notified Erin. Experimented with mercurial bookmarks. Started debugging the header carts quantity.,,-,Yes,No,Task,,00:00:00,,
00a0ed5ad2d54f7397c5169ca4974244,25,3/15/16,8:01 AM,12:14 PM,04:13:00,04:13:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Audited what was left to do on psql carts port.  Created ui module for listing saved carts. Implemented delete function. Got introduced to api project.,,-,Yes,No,Task,,00:00:00,,
931d94b799a541fc8f4c850341c1e2d5,26,3/15/16,2:44 PM,6:38 PM,03:54:00,03:54:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Researched oauth and api instructions for setup. Fixed bug in api for user registration. Attempted to test api calls. Failed to get token request response.,,-,Yes,No,Task,,00:00:00,,
c3f85d4d775f493c8be149b5b7974114,31,3/15/16,9:47 PM,10:10 PM,00:23:00,00:23:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Used a tspan and set day number to restore on double click.,,-,Yes,No,Task,,00:00:00,,
9c3421649deb4735800723ad48e618fe,27,3/16/16,8:31 AM,11:06 AM,02:35:00,02:35:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Set up new desk. Continued attempting to set up a client for api testing.,,-,Yes,No,Task,,00:00:00,,
160b0b1f0ce741018c48cb75bbf9fe6a,28,3/16/16,11:56 AM,5:23 PM,05:27:00,05:27:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Figured out oauth implementation in api. Sucessfully generated acess keys and used them to make an api call. Drew out procedure and took a picture.
Changes banner speed, notified erin, and pushed to testing server.
Started tracing through api user creation to figure out how to auto generate access keys.",,-,Yes,No,Task,,00:00:00,,
b537c5e95ace4aaa972bb05a025fe149,32,3/16/16,8:00 PM,9:55 PM,01:55:00,01:13:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Looked into line breaking algorithm.,,-,Yes,No,Task,,00:42:00,8:14 – 8:56 PM,
077911e1ba1c4888a242e09e35a8fa92,29,3/17/16,8:03 AM,11:14 AM,03:11:00,03:11:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Traced through api access token generation.
Disabled roadshows page.
Wrote sudo code notes on automating access code generation.",,-,Yes,No,Task,,00:00:00,,
a6d667d267b3407687c954a03ad20bb2,30,3/17/16,1:17 PM,6:08 PM,04:51:00,04:51:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Worked through oauth protocol implementation to figure out how to generate the first access key for the user.,,-,Yes,No,Task,,00:00:00,,
1179c3b8cbeb4895af5b07e8c48e7d0b,31,3/18/16,8:53 AM,12:34 PM,03:41:00,03:41:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Updated price list file. 
Reviewed pho 5.3 isset nested array bug in returns feature.
Continued quick access controller logic.",,-,Yes,No,Call,,00:00:00,,
e496da1511694e998d94cbc7354a41f4,32,3/18/16,1:38 PM,6:08 PM,04:30:00,04:30:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Finished quick access controller logic. Finished building view for quick access key feature. Committed changes. Started working on admin price list file feature. Discussed frameworks with Steve.,,-,Yes,No,Task,,00:00:00,,
799c4d3d36c849bca3ca40594fe7bce1,1,3/18/16,7:00 PM,8:40 PM,01:40:00,01:40:00,0,0,a1b61d1732cb43c584d21755d3acee95,Music Lessons,,"Discussed the definition of notes, chords, and octaves. Practiced identifying position of notes and chords on 🎹 and 🎸.","1000-1014 Michigan St NE, Grand Rapids, United States",-,Yes,No,Task,,00:00:00,,
3e15ca1033204b59a3653cb003d6f4b2,2,3/20/16,12:09 PM,12:21 PM,00:12:00,00:12:00,0,0,a1b61d1732cb43c584d21755d3acee95,Music Lessons,,"Solo. Read about chords and the 12 bar blues progression.

",,-,Yes,No,Task,,00:00:00,,
516d14e88a9040f49cdc8251f11c030b,33,3/21/16,8:01 AM,11:16 AM,03:15:00,03:15:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Pushed api quick access token feature to production. Started making admin feature for price list upload.,,-,Yes,No,Task,,00:00:00,,
0b5e9ddd43754caaa26c77b6a3989462,34,3/21/16,1:28 PM,6:13 PM,04:45:00,04:45:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Finished price list upload feature. Staged and tested it and deployed it to production. Spent some time with Steve going over local discrepancies on the production machine with the remote repo. Updated the about page on the repo to reflect one of those discrepancies. 
Fixed a display bug on saved carts.",,-,Yes,No,Task,,00:00:00,,
5643647fd23b4419921cea6565d29563,3,3/21/16,6:59 PM,8:24 PM,01:25:00,01:25:00,0,0,a1b61d1732cb43c584d21755d3acee95,Music Lessons,,"Covered scales, chord progressions, and time signature definitions. Learned basic blues scale and chord progression.",,-,Yes,No,Task,,00:00:00,,
90790fe82eb6444c8690479de52531d5,35,3/22/16,8:01 AM,11:17 AM,03:16:00,03:16:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Implemented line item removal on saved carts. Set up laptop stand.
Started working on save to cart form.",,-,Yes,No,Task,,00:00:00,,
f08672c3c06d47b69c11c077ade50385,36,3/22/16,1:32 PM,6:15 PM,04:43:00,04:43:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Attended compensation adjustment meetings. Worked through how old saved carts line item transfer works on the front end. Started digging into checkout process to fix promo code issue.,,-,Yes,No,Task,,00:00:00,,
7d886ce195464fc7bf1e5d5d5355a5cf,37,3/23/16,8:32 AM,11:16 AM,02:44:00,02:44:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Incremental progress on the ""add to other cart"" option. ",,-,Yes,No,Task,,00:00:00,,
339db3104c684983999ea17e9f44d3bb,38,3/23/16,12:45 PM,6:02 PM,05:17:00,05:17:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Resolved a password issue a customer had. There was a trailing tab character stored in vics. 
Reviewed signup process and concluded whitespace characters can be valid input from users per the regex for the password feild. 
Implemented most of the front end requirements for adding items to other carts.",,-,Yes,No,Task,,00:00:00,,
b3180e1cbedd48f197e4220b89716e83,4,3/23/16,7:00 PM,7:45 PM,00:45:00,00:45:00,0,0,a1b61d1732cb43c584d21755d3acee95,Music Lessons,,Practiced blues scale. Made a melody and practiced it to a beat.,,-,Yes,No,Task,,00:00:00,,
58a389d990e1495c861faf172cab124f,33,3/23/16,9:29 PM,10:31 PM,01:02:00,01:02:00,0,0,a69e59503d0b4560a4f0e7601d9520c0,Demo Website,,Looked I into d3 axis. Fixed margins and cleaned up some code.,,-,Yes,No,Task,,00:00:00,,
85e1ea973d67423481839b2c0f03a3d8,39,3/24/16,8:01 AM,11:15 AM,03:14:00,03:14:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,Finished single item cart transfer and creating new carts from single items.,,-,Yes,No,Task,,00:00:00,,
017044e60fdb4274b8a7c25c83552a14,40,3/24/16,1:21 PM,6:08 PM,04:47:00,04:47:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Built batch image upload views. Corrected view for price list upload. Looked into vim as an atom alternative. Discussed mvp mvc mvvm , and Magnus framework with Steve. Fixed bug in links upload (ugly upsert). Started batch image upload standard controller.",,-,Yes,No,Task,,00:00:00,,
bd2efef37cad471fa609c7559c18d466,11,3/24/16,10:00 PM,10:26 PM,00:26:00,00:26:00,0,0,c56a689e67da44b79b410936e0bad9fa,Dev Skills,,Read about clojure macros and started clojure script. Clojure for the brave and true and web development with clojure second edition.,,-,Yes,No,Task,,00:00:00,,
9737176a30e944a2930bea3f61c04e64,41,3/25/16,9:02 AM,11:17 AM,02:15:00,02:15:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Updated sku images.
Reviewed some static about page content requests.
Started VIP content info update.",,-,Yes,No,Task,,00:00:00,,
1b4bbee64d5c4e70a1af755ca1216f11,42,3/25/16,12:15 PM,6:01 PM,05:46:00,05:46:00,0,0,c89bed0a54fb4cd9ae80d860bdc86fd1,Onestop,,"Updated VIP info content.
Discussed generic website and other web site concerns with Steve.
Finished two styles for about returns page. 
Renamed batch image upload to image upload.",,-,Yes,No,Task,,00:00:00,,
